Model,Category,Word,Instance_ID,Step,Description,Guess
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,77,8,Ancient Australian tool used to capture animals by utilizing wind and a spinning motion.,dingos
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,78,8,A curved device used to catch or direct moving objects.,ramp
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,79,8,"This curved, aerodynamic item is a classic Australian hunting device valued for its precision and long-range performance when thrown.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,80,8,The main body of an airplane.,fuselage
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,81,8,"A curved, aerodynamically designed hunting tool originating from Aboriginal Australian culture is used in both hunting and sporting activities.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,82,8,Changes direction to face the opposite way around a fixed point.,wheel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,83,8,The aircraft is specifically designed to facilitate precise navigation.,aircraft
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,84,8,A warped plaything.,toying
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,85,8,"An object used in recreational, ceremonial, or devotional contexts.",wheel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,86,8,An object assumes a spherical shape again after being propelled upward.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,87,8,"The object is a symbolically decorated, egg-like item used in various aspects of Australian Aboriginal culture.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,88,8,A culturally valuable object of artistic significance to the indigenous people of Australia.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,89,8,Remains of a long-forgotten ritualistic object.,object
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,90,8,An air-powered device.,plane
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,91,8,The Australian sport involving throwing and catching a curved object is known as Ladderball.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,92,8,"A recreational outdoor game where players roll a ball towards a target, aiming to get it as close to a smaller target as possible.",game
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,93,8,Object used for leisure or spiritual purposes that requires a thrown or propelled motion to move upward.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,94,8,"This artifact serves multiple purposes, encompassing both recreational and spiritual aspects.",object
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,95,8,Tools traditionally used by Indigenous Australians for hunting.,bows
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,96,8,"A device enabling wireless object transfer is utilized in hunting, sports, and cultural events.",rfid
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,97,8,"An item designed to absorb or distribute force, enhancing its lifespan in diverse situations.",material
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,98,8,"A curved, handheld item commonly used for calming or spiritual purposes.",meditation cushion
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,99,8,"A curved, handheld wooden tool traditionally used by Australian Aboriginal people.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,100,8,An object that catches or holds things that are floating or suspended in the air.,gripping
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,1,9,"A bent, pliable item made of a malleable material.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,2,9,"An object suspended vertically above a surface, moving slowly downwards under the influence of gravity.",orb
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,3,9,"The sport employs a curved, handheld tool for hitting and returning an object to its initial position, having significant cultural significance in Australia.",badminton
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,4,9,A curved object from Australia is used in a game where players must return an item.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,5,9,A curved wooden object used in a traditional Australian sport.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,6,9,"An Australian Aboriginal community uses a unique, specially built aircraft for leisure activities.",airplane
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,7,9,A sport in Australia where a ball is propelled through the air using wind.,surfing
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,8,9,Australian sports equipment featuring Aboriginal-inspired designs that evoke the dynamic movement of traditional Aboriginal art.,bats
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,9,9,Object retrieval device.,parachute
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,10,9,"A self-propelled, leaf-like entity moves in a flowing manner and comes back to its initial position.",river
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,11,9,The item remains undamaged after colliding with something.,object
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,12,9,"Portable, handheld tool designed specifically for hunting in the outdoors.",rifle
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,13,9,A projectile device engineered for aerodynamic performance.,projectile
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,14,9,"An ancient Australian artifact features a curved design that allows for optimal airflow, resulting in a gliding motion.",wing
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,15,9,A highly valued item with both practical and symbolic importance.,relic
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,16,9,"A curved, aerodynamic tool used for throwing or retrieving objects while airborne, typically employed in hunting and ritualistic activities.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,17,9,A reusable aircraft.,parachute
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,18,9,An object that orbits back to its original location.,projectile
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,19,9,The artifact is a curved piece of wood tied to Aboriginal traditions.,tree
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,20,9,An ancient Australian disc.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,21,9,The object originates from Australia.,kangaroo
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,22,9,A material that can be easily formed or reshaped.,plastic
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,23,9,A spherical item used to capture or launch an object.,dart
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,24,9,An orb used for leisure activities.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,25,9,An object bent downwards landed on the ground close by.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,26,9,A curved piece of wood designed to support or hold something.,shelf
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,27,9,"A curved, handheld device designed for hunting.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,28,9,Plane designed for quick and accurate landing at its intended destination.,aircraft
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,29,9,A projectile designed for recreational or competitive use that curves during flight after being launched.,bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,30,9,A multifunctional bag suitable for frequent travelers.,bag
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,31,9,The object is a curved sculpture often depicting winged beings or characters.,angel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,32,9,A curved object often employed in leisure pursuits under the open sky.,paddle
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,33,9,A curved instrument used for swift and agile movement.,guitar
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,34,9,"This curved, aerodynamic object serves multiple purposes in both athletic and cultural contexts.",ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,35,9,An object with a curved surface is launched into the air using a flat tool.,projectile
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,36,9,An object featuring a curved shape commonly associated with Australian Aboriginal tradition and often employed in leisure or spiritual contexts.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,37,9,"This Australian artifact, crafted from hardwood, started as a hunting device but later became an instrument for recreational pursuits.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,38,9,The object has evolved substantially and has been applied in various contexts throughout its history.,technology
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,39,9,"""A curved, rotating hunting device originating from Australia, often used for recreational purposes, especially in big game hunting, and has the unique ability to return to its thrower.""",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,40,9,An object made of wood is propelled upwards and then returns to its original position after being affected by gravity.,projectile
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,41,9,"This ancient Australian artifact is a curved object used for participating in activities involving throwing or catching, often made from a single piece of material.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,42,9,A curved sporting implement used in outdoor games that primarily involves striking or propelling objects.,bat
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,43,9,A curved gadget utilized for smooth rotation in both gaming and relaxation activities.,wheel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,44,9,The objective of this team sport is to transfer and hold onto an object between two groups in order to accumulate points.,football
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,45,9,A traditional Aboriginal Australian artifact featuring a curved shape is employed during cultural events.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,46,9,A curved object holds significant cultural importance and serves as a defining characteristic of a culture's heritage.,building
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,47,9,"A curved, hollow wooden object commonly used in outdoor Australian sporting and recreational pursuits.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,48,9,A twisted toy.,toys
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,49,9,A curved device used for leisure purposes.,bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,50,9,An object used for a catching motion in various physical activities.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,51,9,"A compact, aerodynamic device designed for easy setup and teardown.",tent
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,52,9,"A widely used, rounded object often enjoyed in leisure activities by people of all ages.",ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,53,9,A device designed to enhance throwing techniques by harnessing rotational energy and rapidly regaining momentum.,baseball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,54,9,"The object follows an arc, then descends back to its starting point.",ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,55,9,A curved wooden hunting implement commonly employed by Aboriginal Australians.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,56,9,Flowing motion.,motion
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,57,9,"A curved, portable item commonly employed in recreational and routine contexts.",broom
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,58,9,A circular or curved object used for recreation is thrown into the air and returns to its original position.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,59,9,The object moves in a curved path.,path
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,60,9,"The object played a significant role in several Australian events, particularly in sporting and social gatherings, due to its unique flight patterns and predictable trajectory.",firework
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,61,9,A curved device used to launch objects upwards.,slingshot
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,62,9,A multi-purpose device suitable for various outdoor activities in Australia.,backpack
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,63,9,An ancient Australian relic holds spiritual significance due to its aerodynamic properties.,dolphin
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,64,9,A curved piece of sporting or hunting equipment designed for aerodynamics.,slingshot
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,65,9,The object automatically adjusts its course and resumes its original trajectory.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,66,9,The object is an Australian cultural symbol that resembles a curved hook.,didgeridoo
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,67,9,A type of aircraft that uses rising air currents to return to its original take-off location.,paraglider
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,68,9,"Object designed to explore, travel through, and study space.",vessel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,69,9,An Australian artifact served multiple purposes before adopting a curved trajectory.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,70,9,The tools are primarily composed of organic materials.,wood
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,71,9,The device takes on a curved form.,shoe
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,72,9,This Australian relic has an elongated wooden component.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,73,9,A tool designed to cut through fluids.,knife
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,74,9,"A curved path in the sky that follows a smooth, rounded curve.",trajectory
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,75,9,A highly advanced aerodynamic cutting tool.,laser
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,76,9,A device used to manipulate objects while they are airborne.,hoist
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,77,9,An ancient Australian device that uses wind and motion to catch animals.,spear
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,78,9,A curved tool for guiding or trapping objects in motion.,tray
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,79,9,"This curved, aerodynamic object is an iconic Australian sporting tool renowned for its accuracy and extended range when propelled.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,80,9,Airplane fuselage.,fuselage
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,81,9,"A curved, aerodynamically designed hunting implement has its origins in Aboriginal Australian culture and is utilized in both hunting and sporting pursuits.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,82,9,Turns in a different direction.,wheel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,83,9,The aircraft has been engineered for pinpoint accuracy in its route-finding capabilities.,plane
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,84,9,Distorted toy.,toys
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,85,9,"An item of symbolic or spiritual significance used for leisure, ritual, or worship purposes.",altar
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,86,9,The object resumes its spherical form after being propelled upward.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,87,9,The object is a decorative egg-shaped ceremonial or cultural artifact.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,88,9,An object of cultural importance and aesthetic value to the indigenous community in Australia.,rock
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,89,9,Remains of an ancient ceremonial item.,altar
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,90,9,A device that uses compressed air to operate.,pump
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,91,9,A popular Australian sport involves throwing and catching a curved ball.,basketball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,92,9,Players attempt to guide a ball to strike a smaller target in a recreational outdoor game.,golf
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,93,9,Object used for recreation or spirituality that involves a forceful launch upwards.,dart
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,94,9,"This artifact has dual functions, combining leisure and spiritual elements.",instrument
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,95,9,Traditional hunting equipment used by Indigenous Australians.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,96,9,"A tool used to move objects wirelessly is employed in hunting, sports, and cultural events.",gun
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,97,9,"An item designed to absorb or distribute force, thereby extending its lifespan across varied scenarios.",shoe
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,98,9,"A curved, portable object often employed to promote relaxation or spiritual reflection.",crystal
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,99,9,"A curved, handheld wooden device originating from Australia traditionally used by indigenous Australians.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,100,9,A device designed to catch or hold objects suspended or floating in mid-air.,net
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,1,10,"A flexible, deformable object.",metal
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,2,10,A falling object.,object
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,3,10,A game involving a curved tool used to hit and return a ball back to its starting point has substantial cultural importance in Australia.,cricket
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,4,10,An Australian sport involves hitting and returning a curved ball.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,5,10,A curved sporting equipment made from wood.,badminton racket
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,6,10,"""A group of Australians from an indigenous community utilize a custom-built plane for recreational purposes.""",airplane
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,7,10,A sport in Australia that involves propelling a ball through the air using wind.,kitesurfing
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,8,10,"Australian sports equipment with artwork inspired by Aboriginal culture, showcasing dynamic movements reminiscent of traditional Aboriginal art.",equipment
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,9,10,Device used to retrieve objects.,remotecontrol
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,10,10,"A moving, self-contained organism returns to its starting point in a fluid motion.",cloud
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,11,10,The item suffered no damage in the collision.,object
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,12,10,Outdoor handheld device for hunting.,gun
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,13,10,A device designed to optimize flight through the use of aerodynamics.,missile
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,14,10,"An ancient Australian relic boasts a curved shape which facilitates smooth airflow, producing a gliding effect.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,15,10,A prized possession holding significant utility and emotional significance.,jewelry
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,16,10,"A curved, aerodynamic device used to propel or catch objects while in mid-air, often utilized in hunting and ceremonial contexts.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,17,10,An aircraft that can be used multiple times.,plane
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,18,10,An object that returns to its starting point.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,19,10,The artifact is a curved piece of wood that holds significance in Aboriginal traditions.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,20,10,A relic from Australia's distant past.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,21,10,The object has an Australian origin.,kangaroo
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,22,10,A pliable substance.,plastic
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,23,10,A round device for holding or propelling something.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,24,10,A ball or a sphere used in recreational pursuits.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,25,10,The object hit the ground nearby.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,26,10,A curved wooden bracket or shelf.,handle
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,27,10,"A curved, handheld tool used to pursue game.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,28,10,Plane designed for precise landing.,aircraft
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,29,10,A device used for fun or competition that bends its path in mid-air after being thrown.,discus
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,30,10,A versatile luggage piece designed for regular travelers.,luggage
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,31,10,The object is an art piece typically featuring winged creatures or figures.,angel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,32,10,An object commonly used for recreation outdoors.,bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,33,10,A curved tool designed for quick and nimble action.,paddle
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,34,10,"This curved, aerodynamic object is used in various athletic and cultural settings.",ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,35,10,An object with a curved surface is propelled upwards using a flat instrument.,slingshot
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,36,10,"An object characterized by a curved design frequently linked to Indigenous Australian culture, often used in recreational or spiritual settings.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,37,10,"This Australian artifact, made from hardwood, was initially used for hunting but eventually evolved into an item for leisure activities.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,38,10,The object has undergone significant development and has been utilized in numerous different settings over time.,language
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,39,10,"""A curved, rotating tool used for hunting, particularly for recreational activities, that can be thrown and returns to its original position.""",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,40,10,An object made of wood rises upward then falls back down due to the force of gravity.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,41,10,This ancient Australian artifact is a curved item traditionally used for throwing or catching objects.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,42,10,A curved device used to hit or throw objects in outdoor games.,bat
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,43,10,A curved device designed for smooth movement during gaming and leisure activities.,wheel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,44,10,The objective of this team sport is to carry and retain an object between two teams to gain points.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,45,10,An Aboriginal Australian object with a curved form is used in cultural ceremonies.,didgeridoo
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,46,10,An object with a curved shape is a culturally meaningful artifact that represents a nation's or community's identity and legacy.,mausoleum
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,47,10,"A curved, hollow item made of wood, typically used for sports and leisure activities outdoors in Australia.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,48,10,A deformed plaything.,doll
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,49,10,A curved item designed for recreational activities.,bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,50,10,An item employed in capturing or deflecting objects in sports or other physical pursuits.,glove
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,51,10,"A portable, streamlined gadget for simple deployment and disassembly.",helmet
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,52,10,"A common, spherical recreational item frequently used by people of all ages.",ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,53,10,A device designed to boost throwing performance by leveraging rotational energy and regaining speed quickly.,discus
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,54,10,The object curves and returns to its original position.,projectile
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,55,10,A traditional Aboriginal Australian tool with a curved wooden design.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,56,10,"Smooth, continuous movement.",water
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,57,10,"A curved, handheld object used for leisure or everyday activities.",racquet
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,58,10,"An object, typically made of metal, is launched into the air and caught, often for entertainment purposes.",discus
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,59,10,The object traces a curved trajectory.,trajectory
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,60,10,The object featured in various Australian events due to its distinctive flight path and consistent course.,kookaburra
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,61,10,A curved device designed to propel items upward.,shotgun
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,62,10,A versatile outdoor gadget for multiple Australian pursuits.,backpack
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,63,10,An ancient Australian artifact is revered for its unique aerodynamic qualities.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,64,10,"A curved, aerodynamic device used in sports and hunting.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,65,10,The object corrects its path and returns to its previous route.,projectile
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,66,10,The object is a cultural symbol with a curved shape resembling a hook from Australia.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,67,10,An aircraft that exploits upward air movements to land where it started.,glider
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,68,10,Spacecraft.,spacecraft
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,69,10,The object had various functions before eventually taking on a curved path.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,70,10,The tools are mainly made from natural materials.,instruments
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,71,10,The device has a bent shape.,shoe
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,72,10,"This Australian artifact features a long, wooden part.",guitar
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,73,10,A device meant for slicing through liquids.,saw
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,74,10,An arc or an arch.,arc
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,75,10,A highly sophisticated and precise cutting device designed for efficient aerodynamic operations.,laser
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,76,10,An object-handling device for airborne items.,airplane
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,77,10,An ancient Australian contraption that harnesses air and movement to snare animals.,traps
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,78,10,A curved device used to direct or capture moving items.,ramp
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,79,10,"This curved, aerodynamic device is a highly regarded Australian sporting instrument known for its precision and impressive distance capabilities when thrown.",bow
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,80,10,The main body of an airplane.,airplane
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,81,10,"An Aboriginal Australian cultural artifact with a curved design, engineered for aerodynamics, is used in both hunting and sporting activities.",boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,82,10,Changes course.,wheel
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,83,10,The aircraft is designed to navigate with precision and exactness.,aircraft
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,84,10,Deformed plaything.,doll
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,85,10,"An object with spiritual or emotional importance used for relaxation, rituals, or religious practices.",amulet
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,86,10,The object returns to its original shape.,ball
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,87,10,The object is an egg-shaped item used in a ceremonial or cultural context.,ovate
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,88,10,A significant cultural artifact or symbol with inherent value to the Aboriginal Australian people.,artefact
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,89,10,Remnants of a sacred artifact from a long-forgotten ritual.,altar
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,90,10,A tool that harnesses compressed air to function.,pneumatic
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,91,10,Australian sport involves throwing and catching a curved ball.,cricket
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,92,10,Players try to hit a ball into a smaller target in a casual outdoor activity.,golf
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,93,10,An object used to propel oneself into the air for leisure or spiritual purposes.,rocket
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,94,10,The artifact serves multiple purposes that encompass both entertainment and spiritual aspects.,relaxation
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,95,10,Traditional tools and gear employed by Indigenous Australians for hunting purposes.,boomerang
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,96,10,"A device utilized to transfer or manipulate objects remotely is commonly used in hunting, sports, and cultural events.",laser
llama-3.2-3b-instruct,Low-Freq Concrete,Boomerang,97,10,"A device intended to distribute or dissipate impact, thus prolonging its functionality in diverse situations.",material
